Ind1502 134 138 266 266 132 124 274 274 152 146 241 239 174 192 167 116 179 171 300 270 
Ind1670 144 144 266 266 126 130 274 274 140 143 245 235 172 176 169 108 187 170 172 268 
Ind908 134 138 266 266 122 130 274 274 146 146 241 235 176 168 114 171 169 177 174 174 
Ind1286 132 132 266 266 126 124 274 277 143 143 241 267 172 176 112 112 172 172 178 276 
Ind1747 132 136 268 268 126 128 274 274 122 146 241 251 180 174 112 167 179 168 276 278 
Ind1790 136 144 266 266 124 132 274 274 143 134 235 243 174 172 116 112 169 170 268 172 
Ind967 132 138 266 266 130 130 274 274 140 149 249 241 174 186 112 112 171 168 174 182 
Ind1060 134 136 266 266 126 122 274 274 146 146 243 241 180 178 169 114 168 173 272 176 
Ind1800 136 132 266 266 122 130 274 277 146 143 241 247 170 176 112 167 173 170 276 280 
Ind720 144 138 266 266 126 126 274 277 134 137 235 259 180 176 169 112 171 172 176 172 
Ind850 144 132 266 266 132 130 277 274 137 146 243 235 178 166 169 169 181 185 268 170 
Ind664 140 132 266 266 122 126 274 274 182 152 241 235 176 182 167 175 169 175 278 276 
Ind452 138 132 266 266 126 128 274 277 143 149 243 253 180 178 112 171 170 170 176 176 
Ind1845 132 134 266 266 122 122 274 274 143 149 255 243 178 168 169 169 168 185 174 172 
Ind525 138 136 266 268 122 122 277 274 119 137 247 243 184 170 114 169 177 168 172 172 
Ind803 132 136 266 266 126 126 274 274 149 134 241 241 170 186 112 112 168 171 174 172 
Ind1706 136 136 266 266 124 124 277 274 146 146 235 241 188 178 167 112 168 172 268 280 
Ind392 138 132 266 266 122 124 274 274 143 146 241 241 180 176 112 114 168 189 176 188 
Ind1232 136 128 266 266 122 126 274 274 146 143 241 255 154 178 167 173 168 170 268 274 
Ind473 136 132 266 266 124 124 274 277 146 146 239 241 176 180 165 167 170 170 276 276 
Ind1284 138 144 266 266 132 124 277 274 155 119 249 247 176 168 169 114 172 170 170 276 
Ind391 134 132 266 268 124 124 274 274 149 140 255 251 184 182 167 167 170 171 280 276 
Ind1106 134 136 266 266 124 122 274 274 143 155 241 255 182 176 167 114 167 168 268 274 
Ind1657 134 134 266 266 132 122 274 277 119 146 241 241 172 184 110 112 172 183 190 268 
Ind292 134 132 266 266 126 124 274 274 146 140 243 251 170 176 169 112 166 168 174 276 
Ind1256 150 140 268 266 128 130 277 277 146 146 239 241 176 182 114 114 172 170 276 176 
Ind431 138 144 266 266 124 124 277 274 134 146 255 249 168 180 173 167 168 170 278 170 
Ind503 136 140 266 266 126 130 274 274 146 146 235 249 188 180 114 167 187 170 190 176 
Ind1929 134 140 268 266 126 122 274 274 149 140 241 235 176 174 116 171 169 173 268 172 
Ind1881 134 134 266 266 126 124 274 274 119 149 241 243 182 180 114 167 170 169 174 172 
Ind1545 140 140 266 266 128 116 274 274 143 140 243 247 178 172 0 0 169 174 280 268 
Ind749 140 132 266 266 124 126 274 274 146 170 235 251 174 174 116 165 173 173 168 170 
Ind417 132 134 266 268 124 126 274 277 140 140 255 241 182 184 114 167 172 177 276 172 

0 0 !Probabilities that the father and mother of an offspring included in candidates
0 0 !Numbers of candidate males and females



0 0 !Number of known paternities

0 0 !Number of known maternities

0 !Number of known paternal sibships with unknown fathers

0  !Number of known maternal sibships with unknown mothers

0  !Number of offspring with known excluded paternity

0  !Number of offspring with known excluded maternity

0  !Number of offspring with known excluded paternal sibships

0  !Number of offspring with known excluded maternal sibships

